IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.218.126.53,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,12497 kB/s
47.243.203.119,80,false,HKG,Asia Pacific,Hong Kong,61 ms,12494 kB/s
47.238.35.50,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,12450 kB/s
47.238.40.58,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,12435 kB/s
8.218.142.253,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,12235 kB/s
47.76.189.102,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,12114 kB/s
47.238.35.50,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,12028 kB/s
8.218.146.204,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,11744 kB/s
8.218.65.237,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,11545 kB/s
47.243.173.187,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,11442 kB/s
8.218.52.115,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,11407 kB/s
47.76.178.146,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,11353 kB/s
8.218.18.132,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,11190 kB/s
8.210.156.6,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,11105 kB/s
8.210.146.108,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,11102 kB/s
47.76.159.146,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,11063 kB/s
8.218.146.204,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,11018 kB/s
8.217.250.222,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,10825 kB/s
8.218.8.142,80,false,HKG,Asia Pacific,Hong Kong,62 ms,10752 kB/s
8.218.155.238,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,10730 kB/s
8.218.188.129,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,10704 kB/s
8.217.207.60,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,10687 kB/s
47.76.225.255,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,10493 kB/s
8.217.248.220,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,10269 kB/s
8.217.49.34,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,10172 kB/s
8.218.243.95,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,10154 kB/s
8.217.145.40,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,10052 kB/s
8.210.63.130,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,10011 kB/s
8.210.207.214,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,10005 kB/s
8.217.239.116,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,9959 kB/s
8.217.251.62,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,9878 kB/s
8.218.3.198,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,9866 kB/s
47.76.189.102,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,9846 kB/s
47.243.169.63,2086,false,HKG,Asia Pacific,Hong Kong,53 ms,9845 kB/s
47.76.189.102,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,9840 kB/s
8.218.178.79,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,9700 kB/s
8.218.146.204,2086,false,HKG,Asia Pacific,Hong Kong,54 ms,9672 kB/s
8.218.174.118,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,9569 kB/s
8.218.243.95,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,9454 kB/s
8.210.146.108,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,9424 kB/s
8.210.156.6,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,9408 kB/s
8.210.119.11,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,9179 kB/s
8.217.145.40,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,9148 kB/s
8.218.81.14,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,9121 kB/s
47.243.203.119,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,9079 kB/s
8.210.119.11,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,9038 kB/s
8.218.81.14,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,8987 kB/s
8.218.52.115,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,8946 kB/s
47.76.192.24,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8925 kB/s
8.218.8.142,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,8853 kB/s
47.242.174.27,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,8846 kB/s
8.218.211.17,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,8831 kB/s
8.218.3.198,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,8758 kB/s
8.218.18.235,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8741 kB/s
47.76.49.246,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,8693 kB/s
8.210.146.108,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,8657 kB/s
8.217.251.62,2052,false,HKG,Asia Pacific,Hong Kong,70 ms,8602 kB/s
8.217.154.218,80,false,HKG,Asia Pacific,Hong Kong,66 ms,8591 kB/s
8.217.149.28,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,8476 kB/s
8.217.49.34,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,8442 kB/s
8.218.81.14,80,false,HKG,Asia Pacific,Hong Kong,56 ms,8434 kB/s
8.217.149.28,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,8418 kB/s
47.243.173.187,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,8404 kB/s
8.210.39.96,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,8386 kB/s
8.218.65.237,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,8363 kB/s
47.76.26.26,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,8348 kB/s
8.218.81.14,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,8343 kB/s
47.76.26.26,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,8335 kB/s
8.218.18.235,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,8316 kB/s
8.218.48.92,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,8259 kB/s
8.218.201.73,80,false,HKG,Asia Pacific,Hong Kong,61 ms,8191 kB/s
8.217.193.25,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,8101 kB/s
8.210.101.157,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,8087 kB/s
8.218.126.53,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,8078 kB/s
47.242.174.27,2082,false,HKG,Asia Pacific,Hong Kong,54 ms,8061 kB/s
47.76.189.102,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,8029 kB/s
8.217.145.40,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,8005 kB/s
47.243.107.148,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,7992 kB/s
8.210.55.134,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,7915 kB/s
8.218.122.55,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,7880 kB/s
8.218.204.128,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,7846 kB/s
47.238.40.58,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,7831 kB/s
47.242.59.216,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,7774 kB/s
47.242.202.230,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,7689 kB/s
47.76.159.146,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,7597 kB/s
8.218.2.181,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,7569 kB/s
47.76.192.24,80,false,HKG,Asia Pacific,Hong Kong,55 ms,7435 kB/s
8.218.178.79,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,7386 kB/s
47.243.186.171,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,7375 kB/s
8.217.154.218,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,7288 kB/s
8.217.239.116,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,7274 kB/s
8.218.146.204,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,7242 kB/s
8.218.3.198,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,7159 kB/s
8.217.154.218,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,7157 kB/s
8.217.149.28,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,7143 kB/s
8.218.126.53,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,7136 kB/s
8.210.21.65,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,7082 kB/s
8.218.8.142,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,7053 kB/s
8.218.8.142,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,7039 kB/s
8.217.149.28,2086,false,HKG,Asia Pacific,Hong Kong,56 ms,7039 kB/s
47.243.186.171,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,7028 kB/s
8.218.201.73,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,6975 kB/s
8.210.89.245,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,6970 kB/s
47.76.192.24,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,6966 kB/s
47.76.192.24,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,6944 kB/s
8.219.202.130,8080,false,SIN,Asia Pacific,Singapore,278 ms,6869 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,6868 kB/s
47.242.59.216,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,6852 kB/s
8.218.228.152,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,6838 kB/s
8.218.65.237,80,false,HKG,Asia Pacific,Hong Kong,67 ms,6837 kB/s
47.242.59.216,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,6831 kB/s
8.218.122.55,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,6821 kB/s
8.219.50.180,2086,false,SIN,Asia Pacific,Singapore,265 ms,6809 kB/s
47.242.107.109,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,6808 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,283 ms,6743 kB/s
47.242.107.109,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,6722 kB/s
8.219.110.81,8880,false,SIN,Asia Pacific,Singapore,277 ms,6660 kB/s
8.218.8.142,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,6644 kB/s
47.76.214.139,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,6590 kB/s
47.243.107.148,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,6590 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,279 ms,6578 kB/s
8.218.48.92,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,6571 kB/s
8.218.81.14,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,6542 kB/s
47.242.125.241,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,6537 kB/s
8.217.248.220,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,6535 kB/s
8.210.39.96,2052,false,HKG,Asia Pacific,Hong Kong,69 ms,6530 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,272 ms,6525 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,277 ms,6475 kB/s
8.210.207.214,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,6454 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,269 ms,6403 kB/s
8.210.207.214,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,6403 kB/s
8.218.65.171,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,6394 kB/s
47.238.6.102,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,6379 kB/s
47.238.6.102,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,6378 kB/s
8.218.11.90,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,6370 kB/s
47.76.189.102,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,6326 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,6312 kB/s
47.238.6.102,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,6278 kB/s
47.242.59.216,80,false,HKG,Asia Pacific,Hong Kong,66 ms,6274 kB/s
8.218.146.204,80,false,HKG,Asia Pacific,Hong Kong,65 ms,6269 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,273 ms,6265 kB/s
8.218.228.152,80,false,HKG,Asia Pacific,Hong Kong,66 ms,6264 kB/s
8.218.228.152,2052,false,HKG,Asia Pacific,Hong Kong,61 ms,6240 kB/s
47.243.183.127,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,6228 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,267 ms,6196 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,273 ms,6185 kB/s
8.219.110.81,8080,false,SIN,Asia Pacific,Singapore,277 ms,6176 kB/s
8.218.243.95,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,6173 kB/s
8.218.65.237,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,6148 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,273 ms,6126 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,276 ms,6123 kB/s
47.236.170.54,2052,false,SIN,Asia Pacific,Singapore,264 ms,6115 kB/s
8.217.239.116,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,6113 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,278 ms,6081 kB/s
47.243.203.119,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,6063 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,268 ms,6059 kB/s
8.218.174.118,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,6047 kB/s
47.76.225.255,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,6041 kB/s
8.217.250.222,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,6029 kB/s
8.219.110.81,2086,false,SIN,Asia Pacific,Singapore,284 ms,6015 kB/s
8.210.34.188,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,6006 kB/s
47.236.164.215,2082,false,SIN,Asia Pacific,Singapore,284 ms,5996 kB/s
8.217.91.121,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5993 kB/s
8.218.48.92,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,5984 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,281 ms,5970 kB/s
47.238.40.58,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,5960 kB/s
8.217.239.116,80,false,HKG,Asia Pacific,Hong Kong,62 ms,5937 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,262 ms,5937 kB/s
8.210.146.108,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,5932 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,289 ms,5884 kB/s
8.218.243.95,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,5837 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,277 ms,5824 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,272 ms,5824 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,274 ms,5820 kB/s
8.219.189.143,2086,false,SIN,Asia Pacific,Singapore,285 ms,5816 kB/s
47.236.180.24,8080,false,SIN,Asia Pacific,Singapore,281 ms,5777 kB/s
47.236.164.215,8880,false,SIN,Asia Pacific,Singapore,272 ms,5772 kB/s
8.219.189.143,8880,false,SIN,Asia Pacific,Singapore,280 ms,5766 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,268 ms,5763 kB/s
47.238.6.102,80,false,HKG,Asia Pacific,Hong Kong,59 ms,5761 kB/s
8.218.201.73,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,5758 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,283 ms,5757 kB/s
47.242.234.127,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,5740 kB/s
8.219.189.143,8080,false,SIN,Asia Pacific,Singapore,285 ms,5722 kB/s
8.219.202.130,2082,false,SIN,Asia Pacific,Singapore,283 ms,5695 kB/s
47.243.173.187,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5694 kB/s
8.218.3.198,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5685 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,271 ms,5671 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,5668 kB/s
8.218.52.115,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,5665 kB/s
8.217.154.218,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,5646 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,280 ms,5645 kB/s
8.219.189.143,2095,false,SIN,Asia Pacific,Singapore,269 ms,5645 kB/s
8.219.87.30,8880,false,SIN,Asia Pacific,Singapore,279 ms,5640 kB/s
8.210.174.156,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5636 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,284 ms,5635 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,277 ms,5628 kB/s
8.210.156.6,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,5623 kB/s
47.238.6.102,2082,false,HKG,Asia Pacific,Hong Kong,56 ms,5623 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,280 ms,5617 kB/s
47.242.202.230,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,5614 kB/s
8.219.202.130,2052,false,SIN,Asia Pacific,Singapore,278 ms,5605 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,263 ms,5580 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,275 ms,5575 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,275 ms,5575 kB/s
47.242.54.157,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,5566 kB/s
47.238.6.102,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,5550 kB/s
47.243.203.119,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,5550 kB/s
8.219.67.133,2095,false,SIN,Asia Pacific,Singapore,286 ms,5542 kB/s
8.218.178.79,80,false,HKG,Asia Pacific,Hong Kong,60 ms,5527 kB/s
8.218.2.181,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,5521 kB/s
47.236.189.92,2052,false,SIN,Asia Pacific,Singapore,280 ms,5519 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,285 ms,5509 kB/s
8.219.87.30,8080,false,SIN,Asia Pacific,Singapore,282 ms,5507 kB/s
8.218.178.79,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,5462 kB/s
8.219.189.143,2082,false,SIN,Asia Pacific,Singapore,290 ms,5460 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,283 ms,5456 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,280 ms,5446 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,285 ms,5445 kB/s
8.218.11.90,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,5423 kB/s
47.237.121.38,2082,false,SIN,Asia Pacific,Singapore,281 ms,5423 kB/s
8.222.237.131,2082,false,SIN,Asia Pacific,Singapore,271 ms,5415 kB/s
47.245.126.151,2082,false,SIN,Asia Pacific,Singapore,286 ms,5399 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,273 ms,5395 kB/s
8.217.193.25,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,5377 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,273 ms,5361 kB/s
8.219.87.30,80,false,SIN,Asia Pacific,Singapore,286 ms,5345 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,276 ms,5336 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,270 ms,5327 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,283 ms,5316 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,276 ms,5315 kB/s
47.76.159.146,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,5295 kB/s
47.236.189.92,2082,false,SIN,Asia Pacific,Singapore,286 ms,5276 kB/s
8.210.34.188,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,5272 kB/s
47.242.232.14,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,5270 kB/s
47.236.5.223,8880,false,SIN,Asia Pacific,Singapore,276 ms,5267 kB/s
47.242.54.157,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,5256 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,274 ms,5256 kB/s
47.236.97.90,2052,false,SIN,Asia Pacific,Singapore,272 ms,5252 kB/s
8.218.204.128,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,5251 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,276 ms,5243 kB/s
8.218.211.17,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,5243 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,280 ms,5242 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,276 ms,5229 kB/s
8.217.145.40,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,5218 kB/s
8.218.142.253,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5214 kB/s
47.243.183.127,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,5209 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,271 ms,5208 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,284 ms,5201 kB/s
8.217.66.3,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,5197 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,275 ms,5192 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,280 ms,5189 kB/s
8.222.237.131,2052,false,SIN,Asia Pacific,Singapore,281 ms,5180 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,271 ms,5176 kB/s
47.237.10.1,8880,false,SIN,Asia Pacific,Singapore,280 ms,5165 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,290 ms,5164 kB/s
8.218.74.119,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5159 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,283 ms,5158 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,286 ms,5136 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,279 ms,5125 kB/s
47.237.81.112,2082,false,SIN,Asia Pacific,Singapore,282 ms,5124 kB/s
8.219.87.30,2082,false,SIN,Asia Pacific,Singapore,285 ms,5121 kB/s
8.218.243.95,80,false,HKG,Asia Pacific,Hong Kong,65 ms,5109 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,269 ms,5097 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,282 ms,5094 kB/s
8.210.156.6,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,5088 kB/s
8.217.251.62,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,5085 kB/s
