IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,8.27
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,44,8.27
8.219.78.188,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.27
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,24,8.27
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,31,8.27
47.236.237.90,2053,2053,true,SIN,Asia Pacific,Singapore,56,8.26
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,49,8.26
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.25
8.217.91.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,8.25
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,41,8.25
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,8.24
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,8.24
8.217.121.207,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,8.24
8.219.209.14,8443,8443,true,SIN,Asia Pacific,Singapore,53,8.24
8.219.198.139,2095,2095,false,SIN,Asia Pacific,Singapore,7,8.23
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,8,8.22
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,58,8.22
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,5,8.22
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,13,8.22
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,90,8.22
8.210.203.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,8.21
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,37,8.21
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,75,8.21
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,8.21
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.19
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,8.19
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,85,8.19
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,8.19
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,17,8.18
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,19,8.18
8.210.100.23,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,8.18
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.18
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,94,8.18
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,24,8.18
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,67,8.17
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,71,8.17
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.17
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,21,8.17
8.219.113.232,2087,2087,true,SIN,Asia Pacific,Singapore,56,8.17
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,14,8.16
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,8.16
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,8.16
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,91,8.16
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,8.16
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,27,8.15
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,8.15
8.219.132.64,2086,2086,false,SIN,Asia Pacific,Singapore,41,8.15
8.217.145.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,8.14
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,23,8.14
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,4,8.14
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,40,8.14
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,1042,8.13
8.222.237.131,2096,2096,true,SIN,Asia Pacific,Singapore,34,8.12
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.11
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,8.11
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,2,8.11
8.210.119.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,8.11
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,87,8.11
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,17,8.10
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,8.10
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,11,8.10
8.218.11.90,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,8.09
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,23,8.09
8.210.100.23,2053,2053,true,HKG,Asia Pacific,Hong Kong,79,8.09
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.09
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,19,8.08
8.217.91.121,2053,2053,true,HKG,Asia Pacific,Hong Kong,131,8.08
47.237.94.140,2083,2083,true,SIN,Asia Pacific,Singapore,95,8.08
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,40,8.07
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.07
8.217.159.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,8.07
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.06
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,8.06
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,24,8.06
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,19,8.06
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,20,8.06
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.06
8.217.250.5,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,8.05
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,42,8.04
8.218.22.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,8.04
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,3,8.04
47.242.157.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,8.03
47.237.95.140,8443,8443,true,SIN,Asia Pacific,Singapore,66,8.03
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,80,8.02
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,59,8.02
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,57,8.02
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,85,8.02
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,66,8.02
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.01
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,8.01
47.243.234.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,8.01
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.01
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.01
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,8.00
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,77,8.00
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,167,8.00
47.236.93.176,2053,2053,true,SIN,Asia Pacific,Singapore,89,8.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.00
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,11,8.00
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,119,7.99
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,37,7.99
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.99
47.237.84.173,2052,2052,false,SIN,Asia Pacific,Singapore,18,7.99
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,7.99
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,16,7.98
8.219.122.55,8443,8443,true,SIN,Asia Pacific,Singapore,114,7.98
8.210.175.109,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,7.98
47.243.139.85,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,7.97
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,91,7.97
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,128,7.97
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,90,7.96
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,7.95
8.219.78.1,2087,2087,true,SIN,Asia Pacific,Singapore,84,7.95
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.94
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,29,7.94
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,7.93
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,58,7.93
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,7.92
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,19,7.92
8.219.229.190,2083,2083,true,SIN,Asia Pacific,Singapore,84,7.92
8.210.34.188,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,7.92
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.92
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,7.91
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,7.91
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,7.91
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,7.91
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,60,7.90
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,7.90
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,114,7.90
8.219.210.57,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.90
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,12,7.89
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,72,7.89
8.219.113.232,2083,2083,true,SIN,Asia Pacific,Singapore,84,7.89
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,65,7.89
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,7.89
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,7.88
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,93,7.88
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.88
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.87
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,24,7.87
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,21,7.87
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,7.87
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,43,7.86
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,7.86
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,155,7.86
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.86
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,91,7.85
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.85
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,3,7.85
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,31,7.85
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,7.85
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.84
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,62,7.84
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,66,7.84
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,47,7.83
8.219.83.71,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.83
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.83
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,7.82
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,16,7.82
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,3,7.82
8.219.153.237,2082,2082,false,NRT,Asia Pacific,Tokyo,85,7.82
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,123,7.82
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,30,7.82
8.219.100.168,2087,2087,true,SIN,Asia Pacific,Singapore,63,7.82
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,19,7.80
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,16,7.79
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,97,7.79
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.79
8.218.142.253,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,7.78
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,83,7.78
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,7.78
8.219.110.81,2096,2096,true,SIN,Asia Pacific,Singapore,54,7.78
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,12,7.78
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.78
8.222.222.64,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.77
47.236.125.62,2086,2086,false,NRT,Asia Pacific,Tokyo,102,7.77
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,9,7.76
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,18,7.76
47.243.86.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,7.75
8.219.248.47,2096,2096,true,SIN,Asia Pacific,Singapore,104,7.75
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,11,7.74
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,65,7.74
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,58,7.74
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,7.73
8.210.207.214,80,80,false,HKG,Asia Pacific,Hong Kong,34,7.73
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.73
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,34,7.73
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.73
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.72
8.218.155.238,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,7.72
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,16,7.71
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,16,7.71
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,7.70
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,13,7.70
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,11,7.70
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,7.70
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,53,7.70
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,118,7.70
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.69
8.222.165.117,2083,2083,true,SIN,Asia Pacific,Singapore,94,7.69
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,75,7.68
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,109,7.68
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,7.67
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,7.67
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,7.67
8.217.239.116,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,7.67
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,16,7.67
8.222.244.192,2096,2096,true,SIN,Asia Pacific,Singapore,47,7.66
8.217.164.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,7.65
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.65
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,10,7.65
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.65
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.65
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,59,7.64
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,86,7.64
8.219.104.37,2087,2087,true,SIN,Asia Pacific,Singapore,114,7.63
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.63
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,23,7.63
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,7.63
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,21,7.63
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.62
47.236.144.156,8443,8443,true,SIN,Asia Pacific,Singapore,89,7.62
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,7.62
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,105,7.62
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,7.62
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,96,7.61
8.219.240.160,2087,2087,true,SIN,Asia Pacific,Singapore,62,7.61
8.210.207.214,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,7.61
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,22,7.60
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,7,7.60
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.60
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,139,7.60
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.59
47.237.100.206,8443,8443,true,SIN,Asia Pacific,Singapore,90,7.59
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.58
8.219.107.135,2096,2096,true,SIN,Asia Pacific,Singapore,62,7.58
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,7.58
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,20,7.57
47.237.83.20,2083,2083,true,SIN,Asia Pacific,Singapore,60,7.57
8.210.107.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,7.57
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,28,7.57
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,7.56
8.219.78.188,2083,2083,true,SIN,Asia Pacific,Singapore,106,7.56
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,16,7.56
8.218.155.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,7.56
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.56
47.236.17.193,2083,2083,true,SIN,Asia Pacific,Singapore,42,7.55
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.55
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.55
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,7.55
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.55
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,7.53
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.53
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,21,7.53
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,61,7.53
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.53
8.219.11.158,2087,2087,true,SIN,Asia Pacific,Singapore,41,7.53
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,5,7.52
8.218.222.36,2053,2053,true,HKG,Asia Pacific,Hong Kong,93,7.50
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,51,7.50
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,7.50
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,7.49
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,103,7.49
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,7.49
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,7.49
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,318,7.49
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.49
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,100,7.49
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,7.48
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.48
8.218.181.189,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,7.48
47.236.102.102,2096,2096,true,SIN,Asia Pacific,Singapore,84,7.48
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,62,7.47
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,7.47
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,22,7.47
8.219.97.50,2087,2087,true,SIN,Asia Pacific,Singapore,75,7.47
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,67,7.46
47.236.130.95,8080,8080,false,SIN,Asia Pacific,Singapore,37,7.46
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,47,7.46
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,82,7.46
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,24,7.45
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,7.45
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,131,7.44
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,7.44
47.237.10.1,8443,8443,true,SIN,Asia Pacific,Singapore,51,7.44
8.219.117.198,2082,2082,false,SIN,Asia Pacific,Singapore,24,7.44
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,15,7.43
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,5,7.43
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.42
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,100,7.42
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,55,7.41
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,7.41
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,45,7.41
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,7.41
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.41
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,27,7.40
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,6,7.40
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,66,7.39
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,33,7.39
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,81,7.39
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,34,7.38
8.219.107.135,2083,2083,true,SIN,Asia Pacific,Singapore,61,7.38
47.243.91.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,7.38
47.236.170.225,2083,2083,true,SIN,Asia Pacific,Singapore,33,7.38
8.219.132.64,2095,2095,false,SIN,Asia Pacific,Singapore,23,7.37
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.37
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,18,7.37
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,139,7.37
8.219.83.71,8443,8443,true,SIN,Asia Pacific,Singapore,96,7.37
8.219.191.110,2096,2096,true,SIN,Asia Pacific,Singapore,58,7.37
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.37
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.36
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,7.36
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,7.36
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,7.36
8.222.156.242,2083,2083,true,SIN,Asia Pacific,Singapore,135,7.36
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,112,7.35
