IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
144.21.63.252,443,true,FRA,Europe,Frankfurt,7 ms,4611 kB/s
158.101.215.142,443,true,FRA,Europe,Frankfurt,22 ms,4558 kB/s
152.70.54.226,443,true,FRA,Europe,Frankfurt,23 ms,4303 kB/s
129.154.209.164,443,true,SIN,Asia Pacific,Singapore,23 ms,4291 kB/s
141.147.35.173,443,true,FRA,Europe,Frankfurt,23 ms,2772 kB/s
152.70.186.24,443,true,FRA,Europe,Frankfurt,9 ms,2629 kB/s
141.147.17.170,443,true,FRA,Europe,Frankfurt,23 ms,2500 kB/s
193.123.56.121,443,true,FRA,Europe,Frankfurt,9 ms,2439 kB/s
132.226.31.178,443,true,LAX,North America,Los Angeles,8 ms,2067 kB/s
193.123.230.165,443,true,SIN,Asia Pacific,Singapore,25 ms,1934 kB/s
130.162.57.115,443,true,FRA,Europe,Frankfurt,1 ms,1934 kB/s
132.145.251.218,443,true,FRA,Europe,Frankfurt,22 ms,1495 kB/s
130.162.165.246,443,true,FRA,Europe,Frankfurt,24 ms,1203 kB/s
130.61.135.179,443,true,FRA,Europe,Frankfurt,23 ms,1203 kB/s
141.147.91.169,443,true,CDG,Europe,Paris,23 ms,1108 kB/s
141.147.113.80,443,true,FRA,Europe,Frankfurt,10 ms,916 kB/s
152.70.61.247,443,true,FRA,Europe,Frankfurt,22 ms,793 kB/s
144.24.188.182,443,true,FRA,Europe,Frankfurt,23 ms,756 kB/s
144.21.61.151,443,true,FRA,Europe,Frankfurt,8 ms,741 kB/s
138.2.175.211,443,true,FRA,Europe,Frankfurt,9 ms,699 kB/s
141.147.73.155,443,true,FRA,Europe,Frankfurt,23 ms,670 kB/s
141.147.3.17,443,true,FRA,Europe,Frankfurt,23 ms,642 kB/s
130.162.250.31,443,true,FRA,Europe,Frankfurt,23 ms,614 kB/s
132.145.253.180,443,true,FRA,Europe,Frankfurt,24 ms,590 kB/s
158.180.88.26,443,true,SIN,Asia Pacific,Singapore,23 ms,572 kB/s
141.144.192.162,443,true,FRA,Europe,Frankfurt,24 ms,560 kB/s
144.21.42.177,443,true,FRA,Europe,Frankfurt,8 ms,543 kB/s
130.162.172.234,443,true,FRA,Europe,Frankfurt,24 ms,543 kB/s
193.122.110.180,443,true,SIN,Asia Pacific,Singapore,22 ms,525 kB/s
141.147.82.52,443,true,FRA,Europe,Frankfurt,23 ms,525 kB/s
130.162.228.96,443,true,FRA,Europe,Frankfurt,24 ms,524 kB/s
141.147.82.32,443,true,FRA,Europe,Frankfurt,23 ms,497 kB/s
141.148.239.211,443,true,FRA,Europe,Frankfurt,22 ms,486 kB/s
138.2.132.141,443,true,FRA,Europe,Frankfurt,8 ms,486 kB/s
130.162.173.48,443,true,FRA,Europe,Frankfurt,23 ms,486 kB/s
138.2.165.37,443,true,FRA,Europe,Frankfurt,9 ms,477 kB/s
130.162.60.189,443,true,FRA,Europe,Frankfurt,25 ms,465 kB/s
193.123.58.93,443,true,FRA,Europe,Frankfurt,9 ms,455 kB/s
144.24.92.59,443,true,SIN,Asia Pacific,Singapore,24 ms,446 kB/s
130.162.221.213,443,true,FRA,Europe,Frankfurt,23 ms,416 kB/s
193.123.38.142,443,true,FRA,Europe,Frankfurt,21 ms,406 kB/s
144.21.53.157,443,true,LHR,Europe,London,7 ms,405 kB/s
138.2.167.112,443,true,FRA,Europe,Frankfurt,10 ms,396 kB/s
144.21.35.104,443,true,FRA,Europe,Frankfurt,9 ms,395 kB/s
143.47.234.172,443,true,FRA,Europe,Frankfurt,8 ms,386 kB/s
130.162.55.173,443,true,FRA,Europe,Frankfurt,25 ms,364 kB/s
193.123.33.192,443,true,FRA,Europe,Frankfurt,20 ms,364 kB/s
144.21.53.51,443,true,FRA,Europe,Frankfurt,7 ms,343 kB/s
144.24.175.168,443,true,FRA,Europe,Frankfurt,23 ms,334 kB/s
143.47.243.141,443,true,FRA,Europe,Frankfurt,23 ms,334 kB/s
144.21.38.175,443,true,FRA,Europe,Frankfurt,25 ms,324 kB/s
141.147.114.193,443,true,FRA,Europe,Frankfurt,9 ms,294 kB/s
130.162.160.158,443,true,FRA,Europe,Frankfurt,25 ms,294 kB/s
193.122.58.158,443,true,FRA,Europe,Frankfurt,23 ms,275 kB/s
155.248.184.2,443,true,NRT,Asia Pacific,Tokyo,155 ms,246 kB/s
141.144.197.36,443,true,FRA,Europe,Frankfurt,23 ms,226 kB/s
143.47.243.48,443,true,FRA,Europe,Frankfurt,26 ms,197 kB/s
8.218.148.106,443,true,HKG,Asia Pacific,Hong Kong,32 ms,142 kB/s
130.162.228.90,443,true,FRA,Europe,Frankfurt,23 ms,57 kB/s
47.88.15.127,443,true,SJC,North America,San Jose,26 ms,47 kB/s
150.136.216.115,443,true,IAD,North America,Ashburn,22 ms,3 kB/s
47.253.105.131,443,true,IAD,North America,Ashburn,21 ms,3 kB/s
129.153.87.71,443,true,LAX,North America,Los Angeles,23 ms,0 kB/s
193.123.62.153,443,true,AMS,Europe,Amsterdam,9 ms,0 kB/s
152.70.166.114,443,true,FRA,Europe,Frankfurt,10 ms,0 kB/s
152.69.233.30,443,true,SIN,Asia Pacific,Singapore,23 ms,0 kB/s
140.238.88.47,443,true,LHR,Europe,London,22 ms,0 kB/s
141.148.246.213,443,true,FRA,Europe,Frankfurt,21 ms,0 kB/s
144.24.90.107,443,true,ICN,Asia Pacific,Seoul,9 ms,0 kB/s
129.146.243.241,443,true,LAX,North America,Los Angeles,8 ms,0 kB/s
141.147.93.149,443,true,FRA,Europe,Frankfurt,22 ms,0 kB/s
144.24.162.172,443,true,FRA,Europe,Frankfurt,23 ms,0 kB/s
